id,rt,mz,Ion_Adduct_Identity,IIN_Group_ID,Final_Annotations,smiles,inchi_key,Annotation_Preferred,Annotation_Spectral,number of aligned features,fragment_scans,spectral_similarity,F1_P1-B-2_1_4842,F2_P1-B-3_1_4843,F3_2_P1-B-4_1_4845,F3_3_P1-B-4_1_4846,F3_P1-B-4_1_4844,LL1_P1-C-2_1_4847,LL2_P1-C-3_1_4848,LL3_2_P1-C-4_1_4850,LL3_3_P1-C-4_1_4851,LL3_P1-C-4_1_4849
2039,3.44,365.06296,[M+K]+,194,,,,,,10,0,,2110,2170,2430,2270,2330,4750,4610,4520,4400,5020
2107,3.6124,136.06159,,,ALIGN_GNPS_ADENINE,C=1NC2=C(N)N=CN=C2N1,GFFGJBXGBJISGV-UHFFFAOYSA-N,ALIGN_GNPS_ADENINE,ALIGN_GNPS_ADENINE,5,16,0.993,18300,20000,26500,21500,31000,19200,25000,24500,26700,24400
2042,3.4138,183.10132,,,,,,,,5,0,,2140,2630,2520,2890,3160,707,658,662,688,723
2043,3.4437,291.0861,,,,,,,,10,0,,2250,2340,2260,2120,1820,3640,3980,4090,3660,3700
2045,3.4456,119.04899,,,,,,,,10,2,,5820,5140,4680,4700,4580,6670,7290,8150,7420,7310
2050,3.4466,165.05448,,,,,,,,9,0,,1650,1530,1590,1780,1450,2430,2680,2780,2550,2490
2051,3.4455,148.04719,,,,,,,,3,0,,2780,2700,2390,2590,2920,3240,3540,2980,2850,3170
2053,3.4639,308.24279,,,,,,,,5,0,,4180,3900,5230,4980,4990,,,,,
2058,3.469,127.03879,,,,,,,,7,0,,1590,1510,1750,1650,1530,1770,1770,2050,2020,2660
2061,3.4885,145.04938,,,,,,,,10,0,,1770,1700,1540,1790,1710,2090,2090,2330,2410,2330
2064,3.5005,251.14876,,,,,,,,10,0,,2840,3110,2250,3040,2730,4380,4680,4700,4410,4320
2065,3.502,163.05996,,,,,,,,10,0,,3790,3740,3100,3450,3410,4520,4710,4860,4700,4900
2066,3.5021,295.1021,,,,,,,,10,0,,1960,2000,1750,1830,1790,1890,1940,1850,2180,1900
2068,3.5057,405.17274,,,,,,,,10,0,,1850,1860,3180,2290,1770,3130,3510,3230,4070,3330
2069,3.4936,133.04934,,,,,,,,5,0,,1660,1410,1390,1490,1350,1560,1600,1670,1630,1740
2070,3.5061,421.14659,,,,,,,,5,0,,1340,1450,1310,1510,1710,2020,2020,2310,1850,2040
2071,3.5224,225.14833,,,,,,,,2,0,,997,1260,1060,1390,1190,1560,1690,1730,1530,1340
2073,3.5187,177.05455,,,,,,,,10,0,,2420,2310,2450,2650,2390,3040,3150,3600,3240,2850
2078,3.5276,326.23229,,,,,,,,10,0,,2560,2400,2490,2450,2530,3000,3570,3420,3220,3760
2079,3.5321,287.26863,,,,,,,,1,0,,,,,,,523,630,1580,1460,1210
2081,3.5523,100.07567,,,,,,,,3,0,,1480,1600,1670,1750,1690,1470,1410,1410,1360,1630
2088,3.5494,128.10689,,,,,,,,5,0,,3650,5410,4480,5580,5240,,,,,
2089,3.5837,78.98467,,,,,,,,1,1,,8780,8590,7880,7760,7940,9660,9100,8900,8360,8910
2092,3.5614,139.91441,,,,,,,,6,0,,1220,1480,1610,1850,1580,1590,1620,1610,1520,1640
2093,3.5635,151.06126,,,,,,,,10,0,,1870,1710,1900,1640,1730,2550,2270,2550,2910,2930
2095,3.5388,167.09257,,,,,,,,1,0,,1450,1090,1170,1090,1510,1340,1510,1340,1480,1350
2096,3.5575,240.24019,,,,,,,,5,0,,3170,3490,3500,3030,3060,3290,3130,3350,3190,3050
2097,3.5642,343.31111,,,,,,,,1,0,,1530,1680,1720,1240,1270,1570,1460,1350,1310,1410
2098,3.5819,267.26816,,,,,,,,9,28,,19100,18700,18000,17900,17500,19900,20400,20000,18700,19500
2099,3.5588,314.27694,,,,,,,,5,0,,6500,7080,6120,6060,6060,6320,7010,6430,5880,6330
2100,3.5757,331.28406,,,,,,,,9,113,,15000,14800,13500,13600,13700,15700,14800,14600,14200,14400
2103,3.5876,130.04094,,,,,,,,10,0,,2510,2430,2360,2260,2350,3360,3910,3500,3770,3320
2104,3.5906,166.02281,[M+H]+,196,,,,,,5,0,,2560,2190,2150,1780,2200,2130,1860,1930,1850,2460
2038,3.4466,147.04392,,,ALIGN_NIST23_7-Hydroxy-4-(hydroxymethyl)-2H-chromen-2-one,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_7-Hydroxy-4-(hydroxymethyl)-2H-chromen-2-one,ALIGN_NIST23_7-Hydroxy-4-(hydroxymethyl)-2H-chromen-2-one,5,25,0.973,28500,24900,22600,25500,25500,26400,30100,29400,29000,29800
2108,3.6002,341.30487,,,,,,,,10,118,,34100,34300,30900,32000,31400,33000,33500,32000,34700,33900
2109,3.6077,139.03877,,,,,,,,4,0,,1390,1440,1490,1330,1230,1550,1710,1660,1770,1740
2110,3.5731,365.06316,,,,,,,,1,0,,724,1160,1030,1020,803,1580,1660,1630,1430,1470
2111,3.6312,148.04722,[M+H]+,198,,,,,,1,0,,13600,13700,12300,12400,13400,12700,12300,11400,11600,11900
2112,3.5762,349.08902,,,,,,,,1,0,,1020,745,923,974,739,1220,1620,1640,1460,1520
2113,3.6038,331.13816,,,,,,,,3,0,,1590,1350,1350,1540,1330,1840,1270,1510,1570,1670
2114,3.6039,359.31543,[M-e]+,197,,,,,,8,116,,22500,22500,20800,20700,20300,21300,21000,22200,22100,21700
2115,3.6013,285.27858,,,,,,,,1,0,,1940,1990,1730,1750,1540,2310,1730,1870,1560,1550
2116,3.6255,195.08745,,,,,,,,5,0,,1770,1680,1440,1520,1420,1600,1860,1630,1740,1680
2118,3.6346,209.15343,,,,,,,,10,0,,2560,2500,2220,2380,2250,3790,3900,3590,3810,3870
2119,3.6433,119.049,,,,,,,,10,27,,17700,18300,17700,19300,20100,17900,18500,17200,16500,18000
2120,3.6366,339.10706,,,,,,,,10,0,,2870,3620,2600,2860,3110,2480,2360,2240,2280,2370
3462,9.9511,147.07627,[M+NH4]+,306,INHOUSE_GLUTAMINE,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,INHOUSE_GLUTAMINE,INHOUSE_GLUTAMINE,10,10,0.956,27400,29700,26900,24200,26700,9810,12400,13100,13200,13900
2122,3.6376,377.06288,,,,,,,,10,0,,2980,3720,2370,2840,3510,3990,4800,5260,5360,5120
2123,3.6406,91.0542,[M+NH4]+,200,,,,,,10,12,,9800,9170,9220,8810,10500,7870,7540,8930,8600,8350
2125,3.6523,78.98469,,,,,,,,9,22,,8480,9000,7370,7420,7850,9230,9010,8870,7960,8350
2126,3.6405,361.08903,,,,,,,,10,1,,5320,7060,9600,8630,5940,8940,11600,14400,12500,12300
2127,3.6366,218.96629,,,,,,,,2,0,,,,,,,921,1650,1480,1570,1850
2128,3.6199,96.99519,,,,,,,,9,0,,4610,4400,4200,4080,3800,4210,4130,3870,4030,4200
2129,3.6483,371.20593,,,,,,,,10,0,,2110,2410,2160,2280,2500,3390,3600,3250,3180,3080
2131,3.6552,260.05265,,,,,,,,5,0,,,,,,,3700,2190,1990,2190,2110
2132,3.6591,434.20149,[M+NH4]+,201,,,,,,4,0,,1370,1330,1480,1420,1420,1740,1700,1670,1860,1770
2133,3.6234,360.31866,[M+H]+,197,,,,,,3,0,,5070,5550,5460,5220,5440,5060,5930,5550,4660,4870
2134,3.6603,455.13081,[M+K]+,201,,,,,,5,0,,1160,942,818,986,1450,1720,1980,1790,1830,1760
2135,3.6615,285.13292,,,,,,,,7,0,,1670,1540,1540,1290,1690,2310,2170,2220,2130,2200
2136,3.6595,160.03906,,,,,,,,5,0,,,,,,,5760,2880,2200,2690,2820
2137,3.6664,176.07046,,,,,,,,5,4,,,,991,,544,16300,8010,7010,6640,7860
2138,3.6186,313.27358,,,,,,,,3,47,,30200,29600,28100,27300,28400,31900,30700,29300,30300,29400
2139,3.6284,240.2402,,,,,,,,1,0,,3130,3000,3130,2880,3230,3100,2940,3100,3720,3230
2140,3.6223,257.24751,,,,,,,,1,0,,1500,1420,1430,1630,1320,1550,1560,1890,1250,1410
2141,3.6618,134.05968,,,,,,,,1,0,,,,,,,2290,1310,1190,877,1340
2142,3.6125,165.02125,,,,,,,,2,25,,32900,30500,26300,27000,28100,27000,28000,24500,24200,24800
2143,3.6614,145.04926,,,,,,,,1,0,,1770,1530,1470,1380,1860,1480,1000,1080,1140,1090
2144,3.6694,212.95931,,,,,,,,2,0,,1190,1170,1700,1720,1460,,,,,
2145,3.6719,196.98521,,,,,,,,1,0,,734,711,1480,1920,1050,,,,,
2147,3.6513,314.27692,,,,,,,,1,0,,6140,6830,6280,5880,6600,6540,6260,5780,5800,5710
2149,3.7154,144.10186,,,,,,,,4,0,,1580,1690,1690,2290,1720,510,,,,563
2150,3.7065,139.04999,,,,,,,,5,0,,1740,1640,1650,1920,1640,1560,1670,1600,1660,1270
2151,3.6399,189.0576,,,,,,,,1,4,,9460,9100,8080,7430,8420,8050,6970,6070,6730,7280
2152,3.6648,303.04962,,,,,,,,4,10,,2250,3740,4080,3790,4020,4140,4180,3770,4170,4010
2154,3.73,112.03921,,,,,,,,9,0,,2480,2120,1660,1510,1950,3140,4300,4250,3840,3970
2155,3.7796,269.10712,[M+H]+,202,,,,,,2,0,,13000,9670,9880,9080,10500,9570,9170,10300,9700,11200
2156,3.7799,137.06493,,,,,,,,1,0,,3350,3640,3360,3590,3330,3090,2940,4020,3410,3170
2157,3.7963,270.10891,,,,,,,,1,0,,1540,1750,1490,1530,1630,1440,1720,1370,1830,1420
2717,6.9941,180.08649,[M+NH4]+,230,ALIGN_NIST23_D-Fructose,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_D-Fructose,ALIGN_NIST23_D-Fructose,10,84,0.854,28400,28900,25200,24400,23900,23400,26100,25600,24900,25700
2159,3.7722,100.07568,,,,,,,,5,11,,1640,1720,1770,1410,1500,5730,10700,8810,8990,9220
2160,3.778,182.07883,,,,,,,,5,0,,667,533,517,,,1540,2030,2430,2170,2060
2232,4.1766,166.07221,,,ALIGN_NIST23_7-Methylguanine,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_7-Methylguanine,ALIGN_NIST23_7-Methylguanine,10,43,0.952,5000,2950,3030,3160,3170,22300,26300,23400,28600,26100
2163,3.8132,215.12535,,,,,,,,1,0,,,,930,1570,720,,,,,
2165,3.8153,197.06681,,,,,,,,2,0,,1380,1140,997,985,1320,1420,1630,1740,1880,1850
2439,5.7921,163.03875,,,ALIGN_NIST20_Clovamide,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST20_Clovamide,ALIGN_NIST20_Clovamide,6,23,0.95,12800,11800,15100,14000,11000,19800,22000,23700,25800,22900
2173,3.8713,174.99998,[M+K]+,203,,,,,,10,0,,3410,2560,3420,3050,2840,6340,7830,7610,8050,7170
2174,3.8873,119.03512,[M-H2O+H]+,206,,,,,,10,0,,3800,3320,3990,3750,3140,4720,4110,4270,4480,4580
2175,3.8874,159.0276,[M+Na]+,203,,,,,,10,14,,8040,4270,6670,14700,4900,19900,18000,18100,17100,17600
2177,3.8921,503.05809,[M+K]+,205,,,,,,4,0,,,,,,,1450,1810,2090,1830,1730
2178,3.8912,465.10303,[M+H]+,205,,,,,,5,0,,,623,,,609,1810,2270,2010,1970,1960
2181,3.8935,180.08779,,,,,,,,10,10,,5070,4420,3880,3450,4200,5910,6110,5930,7110,5840
2182,3.8967,295.0658,[2M+Na]+,206,,,,,,3,0,,926,,906,1580,713,1640,1830,1540,1340,1680
2183,3.8946,110.03477,,,,,,,,10,0,,3980,3130,3040,2410,3260,3960,4280,4150,4640,4280
2184,3.8858,303.04975,,,,,,,,7,41,,2820,3310,3540,2920,3790,22600,23800,23100,24800,23800
2185,3.8872,327.05555,,,,,,,,3,0,,913,,,511,,2030,1740,1530,1600,1510
2186,3.8894,487.08407,,,,,,,,5,4,,,,,798,,3150,2810,3200,3480,3010
2187,3.8871,94.03995,,,,,,,,4,0,,1430,1590,1800,1340,1370,2100,1550,1990,1820,1610
2190,3.9101,273.08413,,,,,,,,7,0,,2190,2960,2690,2270,3110,1610,1490,1510,1530,2160
2191,3.9042,335.00587,,,,,,,,7,0,,2370,1750,1800,1980,1600,1860,1940,1580,1720,1680
2192,3.9094,142.08612,,,,,,,,2,0,,1640,1840,1900,1580,1730,,550,,523,
2194,3.8995,312.12987,,,,,,,,4,0,,1460,1420,1060,1210,1390,1810,1650,1620,1620,1700
2447,5.9039,295.165,,,ALIGN_NIST20_Tyr-Leu,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST20_Tyr-Leu,ALIGN_NIST20_Tyr-Leu,10,124,0.996,17200,10800,11800,13300,12900,21500,22200,23700,22500,23400
2196,3.9761,247.07871,,,,,,,,4,0,,1150,,,,,1560,1540,1750,1930,1600
2197,3.9904,257.11302,,,,,,,,10,4,,3280,2860,2370,2640,2720,2370,3090,2880,2930,2590
2198,4.0048,113.03448,,,,,,,,10,4,,4420,3000,2490,2790,3210,6410,5540,5850,5380,5100
2199,4.0014,275.09122,,,,,,,,9,9,,2360,1560,1570,1250,1750,2390,4960,5410,5540,5670
2200,4.0007,293.10157,,,,,,,,2,0,,1740,1540,1030,1350,1330,881,3070,3640,3780,3750
2201,4.0098,147.04389,,,,,,,,10,5,,4540,2310,2270,2290,2470,3930,3590,3770,4710,4250
2280,4.5527,275.09122,,,ALIGN_NIST23_Phloretin 2-O-xyloglucoside,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_Phloretin 2-O-xyloglucoside,ALIGN_NIST23_Phloretin 2-O-xyloglucoside,10,84,0.978,3560,2930,2980,3030,2930,19100,21600,21600,23500,23200
2203,4.0164,139.03884,,,,,,,,10,0,,3560,3210,2610,2400,3100,5280,8990,9590,10800,9230
2207,4.0131,315.08371,,,,,,,,3,0,,,,,,,,1700,1980,1440,1660
2208,4.0086,245.07658,,,,,,,,6,0,,2030,1160,1230,1060,1290,2820,2900,2690,2500,2800
2210,4.012,123.04389,,,,,,,,6,0,,1520,1130,852,1100,1450,2630,3230,3650,3670,3570
2211,4.0149,267.05863,,,,,,,,6,0,,1670,,,808,,5470,3710,4400,4140,4280
2212,4.0104,165.0545,,,,,,,,5,0,,1010,1010,1080,866,1140,1870,2550,2390,2700,2950
2214,4.0387,361.08908,,,,,,,,5,0,,1650,,,1040,,2590,2120,2630,2690,2200
2215,4.0473,313.06813,,,,,,,,1,0,,,,,,,1310,1870,1970,1270,1560
2216,4.0859,284.01563,,,,,,,,1,0,,,,,,,1630,1140,1060,1240,1110
2217,4.0889,302.02607,,,,,,,,2,0,,,,,,,2050,1120,1440,1640,1510
2218,4.0876,324.00812,,,,,,,,3,0,,,,,,,2100,1560,1540,1680,1560
2227,4.0665,303.04974,,,,,,,,1,3,,735,758,599,,,6330,3340,5840,5410,8110
2228,4.1643,178.13375,,,,,,,,6,1,,1570,1180,1120,1280,1110,1660,1910,1980,2020,1880
2229,4.1478,358.11234,,,,,,,,1,0,,848,,535,,,1420,1610,1650,1620,1550
2230,4.1596,112.05056,,,,,,,,5,3,,957,549,597,606,522,3520,4370,4320,5270,4500
2231,4.172,258.10831,,,,,,,,5,0,,,,,,,1730,2430,1850,2180,1950
3454,9.9182,332.09499,,,ALIGN_NIST20_N-Acetylneuraminic acid,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST20_N-Acetylneuraminic acid,ALIGN_NIST20_N-Acetylneuraminic acid,10,25,0.871,21400,18300,18300,20400,18200,15400,17500,19500,18700,19200
2233,4.1816,226.06853,,,,,,,,5,5,,,,,,,5300,4060,5040,4220,5670
2234,4.1838,138.05477,,,,,,,,4,0,,530,,,,,1800,1710,1550,1670,1590
2235,4.2548,123.04389,,,,,,,,10,0,,2140,1890,1610,1980,1670,12700,17200,18400,18000,18700
2236,4.2572,165.05444,,,,,,,,8,15,,1710,1660,1550,1640,1630,10300,12300,13500,14200,15300
3208,8.3942,213.12321,,,ALIGN_NIST23_Pro-Pro,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_Pro-Pro,ALIGN_NIST23_Pro-Pro,10,146,0.91,19500,21200,20500,19500,18900,11600,12900,14000,13800,14200
2238,4.2606,139.03884,,,,,,,,10,6,,4520,4920,4680,4590,4430,31900,46600,44600,44200,44100
2239,4.2717,330.04534,[M+H]+,207,,,,,,2,0,,,,,,,3240,3430,3960,3400,3740
2240,4.2464,147.04403,,,,,,,,5,1,,588,579,528,,537,2860,2810,3190,2890,3070
2241,4.2675,329.04202,[M-e]+,207,,,,,,5,15,,,,,,,18100,20400,20200,21000,20600
2242,4.2677,207.0651,,,,,,,,5,0,,,,,,,1730,2410,2150,1990,2260
2243,4.2526,273.07547,,,,,,,,5,5,,839,601,638,545,867,2340,3140,2410,2970,2800
2244,4.2762,151.03875,,,,,,,,3,0,,,,,,,1290,1860,1950,1660,2330
2245,4.2822,331.04067,,,,,,,,2,0,,,,,,,1880,1590,1950,1850,2240
2246,4.2704,313.06814,,,,,,,,5,10,,,,,,,13100,17400,19700,18400,22000
2248,4.2776,249.0755,,,,,,,,4,0,,,,,,,1310,1550,1640,1650,1590
2249,4.2714,308.11264,,,,,,,,5,5,,,,,,,3240,4220,4320,4570,4470
2250,4.2782,169.04939,,,,,,,,3,0,,,,,,,1780,1750,2010,2070,1870
2251,4.2865,331.07853,,,,,,,,5,0,,,,,,,2450,2880,3230,3470,3110
2252,4.2919,173.06675,,,,,,,,5,0,,,,,,,5170,2180,2100,1940,1950
2253,4.2992,195.04887,,,,,,,,2,0,,,,,,,3240,1510,1890,1620,1580
2255,4.3037,211.02251,,,,,,,,1,0,,,,,,,1580,629,682,783,564
2257,4.3302,269.07428,,,,,,,,5,0,,,,,,,2340,2770,2130,3030,3490
2258,4.3524,293.07414,,,,,,,,1,0,,,,,,,1430,1080,1430,1710,1300
2259,4.3466,271.09225,,,,,,,,4,2,,,,,,,1840,2420,2090,1650,1850
2260,4.3428,139.04994,,,,,,,,5,0,,685,739,630,809,723,2950,3080,3010,2130,2610
2261,4.3935,167.08117,,,,,,,,4,0,,,,,,,,2230,1670,1800,1850
2262,4.4091,136.04801,,,,,,,,6,0,,1920,714,972,1050,3450,17400,15000,16600,26500,21200
2263,4.4087,289.04654,,,,,,,,10,68,,6360,6040,5860,6110,5900,9210,8380,7620,7220,8300
2028,3.4189,133.06462,,,ALIGN_NIST23_1-(Butylamino)-3-phenoxy-2-propanol,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_1-(Butylamino)-3-phenoxy-2-propanol,ALIGN_NIST23_1-(Butylamino)-3-phenoxy-2-propanol,10,35,0.909,11600,11500,10100,9760,10600,18400,21000,20400,19800,18700
2265,4.4041,249.10686,,,,,,,,5,14,,1400,554,564,703,1940,9490,9060,8990,14500,12700
2266,4.4125,265.08066,,,,,,,,5,0,,,,,,,1800,1670,1660,2430,1790
2267,4.4126,291.04476,,,,,,,,10,0,,3040,3070,2800,2900,2720,4070,3600,3780,3420,3700
2268,4.414,86.07132,,,,,,,,10,0,,10400,7590,8970,7750,8580,16900,15800,16300,16100,15900
2269,4.4176,114.06615,,,,,,,,10,85,,559000,338000,338000,310000,349000,764000,805000,862000,822000,928000
2270,4.4089,152.02185,,,,,,,,5,0,,913,892,888,913,891,6150,6560,6430,6780,6660
2271,4.4309,225.14829,,,,,,,,4,0,,1100,1150,1010,1210,1140,1730,1600,1690,1890,1740
2272,4.4424,207.13789,,,,,,,,10,0,,1660,1780,1730,1830,1580,2700,2910,3050,3100,2660
2274,4.4735,235.11879,,,,,,,,10,24,,1940,1740,1620,1950,1670,5160,5590,5040,5360,5160
2276,4.4814,226.08226,,,,,,,,5,1,,503,,,,503,2610,3430,2960,2300,2500
2277,4.4955,112.05057,,,,,,,,5,0,,505,589,,,553,1690,1710,1670,1540,1770
2278,4.5777,189.07355,,,,,,,,5,3,,1190,871,756,648,850,7860,4290,1880,2080,1710
2279,4.6007,298.1145,,,,,,,,1,0,,,,,,,1970,1950,2430,2220,2230
2264,4.4098,227.12493,,,ALIGN_NIST23_Creatinine,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_Creatinine,ALIGN_NIST23_Creatinine,10,70,0.999,19900,17000,18100,18300,18000,8540,7850,6800,5890,6710
2281,4.5529,169.04927,,,,,,,,4,0,,592,,,624,,1680,1980,1950,1840,1720
2460,6.0249,163.03878,,,ALIGN_NIST23_Clovamide,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_Clovamide,ALIGN_NIST23_Clovamide,10,58,0.914,6720,5670,5920,6060,5350,15400,17600,18800,19000,17800
2283,4.5464,107.04906,,,,,,,,5,0,,827,778,709,1230,767,3900,4120,4110,4510,4670
2284,4.5556,437.14379,,,,,,,,5,6,,770,974,809,840,888,3000,3130,3160,3280,2880
2287,4.6141,345.09675,,,,,,,,1,0,,,,,,,1510,826,642,,724
2288,4.6466,246.16983,,,,,,,,10,84,,11100,9320,9190,9470,9780,14100,15400,16500,16900,17400
2290,4.6517,187.09629,,,,,,,,6,0,,1670,1800,1510,1330,1620,1980,2030,2220,2680,2350
1442,1.4115,179.12579,[M+H]+,161,"ALIGN_NIST23_2,5,8,11-Tetraoxadodecane",CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,"ALIGN_NIST23_2,5,8,11-Tetraoxadodecane","ALIGN_NIST23_2,5,8,11-Tetraoxadodecane",3,5,0.713,802,786,18300,17300,18600,,,,,
2536,6.4432,295.16501,[M-e]+,222,ALIGN_NIST20_Leu-Tyr,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_Leu-Tyr,ALIGN_NIST23_Leu-Tyr,10,71,0.957,8260,7000,7290,6750,6470,16200,18500,17400,16600,16400
2293,4.655,247.14395,,,,,,,,7,0,,1580,1510,1510,1460,1970,4160,4060,4280,4670,4740
2294,4.6585,146.05985,,,,,,,,5,0,,1410,909,1080,961,1120,1900,2030,2230,1780,1790
2295,4.6575,85.02848,,,,,,,,5,0,,1410,1180,1410,1390,1320,1910,2050,2020,2150,1810
3939,15.4831,147.11263,[M+NH4]+,335,INHOUSE_LYSINE,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,INHOUSE_LYSINE,INHOUSE_LYSINE,10,95,0.968,16200,16900,15300,18200,15700,16200,16300,15500,16700,16400
2297,4.6718,219.08381,[M+Na]+,208,,,,,,5,11,,1070,,,,547,77800,77200,80400,80900,83500
2298,4.6753,323.05752,,,,,,,,2,0,,,,,,,1780,1570,1570,1540,1610
2299,4.686,111.04389,,,,,,,,5,0,,1130,857,940,1140,738,1870,2630,2860,2530,2520
2300,4.6814,129.05441,,,,,,,,5,0,,804,709,614,871,636,1720,2430,2220,2300,2480
2301,4.6763,235.05814,[M+K]+,208,,,,,,5,0,,,,,,,2380,2570,2410,2400,2550
2302,4.6768,325.11196,,,,,,,,1,0,,,,,,,1580,1490,1300,1500,1250
2303,4.7099,199.08234,,,,,,,,2,0,,1200,914,869,884,835,2300,1660,1770,1620,1720
2304,4.7053,240.10167,,,,,,,,10,26,,2170,1780,1760,1830,1700,2430,2760,2430,2520,2410
2305,4.7164,365.10418,,,,,,,,2,0,,,,,,,2250,1530,1390,1220,1510
2306,4.7254,181.07181,,,,,,,,5,11,,1300,895,1210,994,1000,2740,3040,3020,2850,2850
2309,4.807,198.11232,,,,,,,,1,0,,,,,,,1590,1250,981,1080,1250
2311,4.8552,273.04706,,,,,,,,2,0,,,,,,,1650,1590,1500,1320,1230
2312,4.8931,187.05747,,,,,,,,5,1,,,,,,,4460,5280,5550,4840,4750
2315,4.9393,183.11269,,,,,,,,1,0,,590,529,,743,757,1630,1470,1650,1550,1320
2316,4.9508,211.02268,,,,,,,,1,0,,,,,,,1500,1480,1530,1670,1610
2317,4.94,229.11779,,,,,,,,5,2,,1230,578,727,737,728,2960,2550,2040,2390,2390
2318,4.9873,177.11195,,,,,,,,1,1,,1540,1470,1250,1570,1490,3830,1730,4490,2980,2240
2319,4.9573,173.06674,,,,,,,,2,0,,1160,854,928,858,922,1810,1710,1640,1560,1660
1869,2.4659,167.05622,,,ALIGN_NIST23_7-Methylxanthine,CN1C=NC2=C1C(NC(N2)=O)=O,PFWLFWPASULGAN-UHFFFAOYSA-N,ALIGN_GNPS_3-METHYLXANTHINE,ALIGN_GNPS_3-METHYLXANTHINE,10,74,0.833,8050,8570,6970,6900,7360,15600,16600,17900,17900,17200
2321,4.9987,258.07381,,,,,,,,4,0,,,,,,,1400,1600,1760,1690,1920
2322,5.0097,202.10684,,,,,,,,5,5,,1020,703,690,,519,3190,3440,3050,3230,3550
2323,5.0124,242.09981,,,,,,,,5,4,,,,,,,6870,8580,10700,10100,9590
2324,5.0031,90.05507,,,,,,,,5,0,,856,697,898,705,,3000,2840,2760,2340,2430
2325,5.0202,184.09665,,,,,,,,1,0,,546,,,,,1780,1850,1380,1470,1580
2328,5.0322,276.10747,,,,,,,,2,0,,672,,,,523,1460,1520,1540,1630,1590
2329,5.0892,211.09629,,,,,,,,1,0,,,,,,,1470,1280,1460,1520,1490
2330,5.0805,112.0504,,,,,,,,10,23,,3610,2250,2360,2210,2220,8290,8950,8890,10000,10200
2331,5.0818,375.12581,[M+Na]+,209,,,,,,5,6,,,,,,,2680,3090,2970,2990,3000
2332,5.0871,177.11194,,,,,,,,5,10,,1490,1440,1340,1110,1630,4280,4980,5090,4580,5300
2333,5.0838,298.08952,,,,,,,,5,0,,,,,,,2080,2150,2030,1940,2050
2334,5.0885,391.09954,[M+K]+,209,,,,,,5,0,,,,,,,1680,2150,2600,2160,2490
2335,5.169,189.07315,,,,,,,,5,19,,1170,,,,,26400,25500,28800,27200,26500
2336,5.1595,131.0702,,,,,,,,3,0,,624,536,632,,597,1650,1540,1670,1670,1760
2337,5.1847,263.10974,,,,,,,,1,0,,,,,,,1730,1190,873,970,884
2338,5.174,116.05269,,,,,,,,5,0,,,,,,,2450,3500,3210,2980,2370
2339,5.1566,335.09344,,,,,,,,2,0,,,,,,,2280,1670,1520,1230,1450
2341,5.1771,160.09004,,,,,,,,5,10,,,,,,,3480,4730,3360,3750,3650
